.pred_class	identifier	drug	gene	slope	bottom	top	inflection	IC50	stdIC50	down	r2	rse	bic	aic	AUC	Normalized_Intensity_0	Normalized_Intensity_1	Normalized_Intensity_10	Normalized_Intensity_100	Normalized_Intensity_1000	Normalized_Intensity_10000	Unique_Peptides_0	Unique_Peptides_1	Unique_Peptides_10	Unique_Peptides_100	Unique_Peptides_1000	Unique_Peptides_10000	Description	Mean_Intensity	Gene names	DMSO_percentile	MAD	beginningOfCurve	endOfCurve	linearSlope	R2_Bins
non-regulated	Iberdomide:P56749	Iberdomide	P56749	-6.83363602679775	0.249988111645968	9.37051505786094	703.52387888279	703.52387888279	4012.31575194257	FALSE	0.992713981357021	0.612375507454195	13.5094706882919	14.5506733421516	2.35316440581018	1	0	0	0	8.61425583617326	9.37020950226798	1	0	0	0	1	1	Claudin-12	8871653	CLDN12	0.127223857673109	0.249988111647053	0.249988111645968	9.37051493687272	1.93410900056742	R_Bin_1
up	Iberdomide:Q9Y240	Iberdomide	Q9Y240	-0.111161111217507	0.99953410077584	2.91391335230955	11.032231408154	11.032231408154	84.8357957541438	FALSE	0.969586838305904	0.131058754901614	-4.9909285350023	-3.94972588114257	2.01085444779318	1	1.90456356331177	1.81001933053982	2.15296724020912	2.15086582389524	2.33004235231607	1	1	1	2	1	2	C-type lectin domain family 11 member A	5883257	CLEC11A	0.0774350441571739	0.0771832212201496	1.71204567783057	2.30263672301617	0.22091618437143	R_Bin_1
non-regulated	Iberdomide:Q9UPV0	Iberdomide	Q9UPV0	0.000523946539554063	-1.01326115869837	1.01424202513567	692.911752660064	692.911752660064		TRUE	0.99970928339039	0.0109917513293079	-34.7329359870636	-33.6917333332039	0.00131027161449016	1	0	0	0.00657463812917676	0	0	1	0	0	1	0	0	Centrosomal protein of 164 kDa	151707179	CEP164	0.659925764751056	0.00192178225611384	0.00283904551931413	-0.000218504775790329	-0.142669296053452	R_Bin_1
non-regulated	Iberdomide:O14782	Iberdomide	O14782	0.000589649526392123	-0.977948252655672	1.00002139364693	642.498422219433	642.498422219433		TRUE	0.996401539618526	0.0383216529189583	-19.7464962935891	-18.7052936397294	0.0119146503366878	1	0	0	0.0605309874163144	0	0	1	0	0	1	0	0	Kinesin-like protein KIF3C	21693939	KIF3C	0.289773454498912	0.0125860313161984	0.0135930990955506	0.0102361982063212	-0.14112768607382	R_Bin_1
non-regulated	Iberdomide:Q8IYJ2	Iberdomide	Q8IYJ2	0.00813274337947258	-0.973399589402892	1.00000420056446	57.2402980935655	57.2402980935655	6552.65307241517	TRUE	0.99970429506752	0.0109845660021423	-34.7407829732314	-33.6995803193717	0.0156826847296547	1	0.0370578887989074	0.0182672597431925	0	0	0	1	1	1	0	0	0	Uncharacterized protein C10orf67, mitochondrial	425151478	C10orf67	0.820939459874568	0.00746435872091946	0.0387740998585755	-0.00741046864036654	-0.146555455032569	R_Bin_1
non-regulated	Iberdomide:O15231	Iberdomide	O15231	0.000238974481226237	-0.965816838115156	1.01832120789575	460.753209693549	460.753209693549	35581.7941606632	TRUE	0.990848972282707	0.0603211891549153	-14.3024760838532	-13.2612734299934	0.0265697506039247	1	0	0.0943099840870551	0	0.0427315802676039	0	1	0	1	0	1	0	Zinc finger protein 185	573081855.333333	ZNF185	0.855753231793165	0.0267062243452964	0.0272521190587374	0.0258873819488269	-0.141889006950978	R_Bin_1
non-regulated	Iberdomide:Q9C000	Iberdomide	Q9C000	0.000622382256985183	-0.875710444486357	0.929891265252503	690.272654564451	690.272654564451		TRUE	0.99040637250813	0.0628646274993336	-13.8068735997424	-12.7656709458826	0.0279566170871362	1	0.0307468931544303	0	0	0	0	1	1	0	0	0	0	NACHT, LRR and PYD domains-containing protein 1	590539387	NLRP1	0.858697043389223	0.0273097216633026	0.0295738534759596	0.026339376992887	-0.145492590841808	R_Bin_1
non-regulated	Iberdomide:Q05481;Q9P255;O75437;A6NK75	Iberdomide	Q05481;Q9P255;O75437;A6NK75	0.00035689255911376	-0.942597774403089	1.00233044685084	280.428001710918	280.428001710918		TRUE	0.997143439794924	0.0336911234756588	-21.2918644834243	-20.2506618295645	0.0302450604559542	1	0.0355299677632856	0.0498458486340775	0	0	0.0384555455663193	1	1	1	0	0	1	Zinc finger protein 91	791989046	ZNF91;ZNF492;ZNF254;ZNF98	0.886343274030462	0.0245233507692876	0.0312439936461502	0.0292461267330379	-0.141833086402638	R_Bin_1
non-regulated	Iberdomide:Q96MS0	Iberdomide	Q96MS0	0.000519077092242576	-0.936749072267517	0.999985003410834	651.972210862555	651.972210862555		TRUE	0.973613256002237	0.102811106692438	-7.90395666791546	-6.86275401405573	0.0323785163515928	1	0	0	0.16254237562329	0	0	1	0	0	1	0	0	Roundabout homolog 3	18407845	ROBO3	0.2575195187508	0.032957221526528	0.0338252768159263	0.030931753624207	-0.138213074982192	R_Bin_1
non-regulated	Iberdomide:Q96EM0	Iberdomide	Q96EM0	0.000651872614432061	-0.932341233299487	1.00174427943889	660.29142393549	660.29142393549		TRUE	0.968883781253209	0.111596131582942	-6.92004070186433	-5.8788380480046	0.0356593353578027	1	0	0	0.176419538373279	0	0	1	0	0	1	0	0	Trans-3-hydroxy-L-proline dehydratase	21580679	L3HYPDH	0.288749520030718	0.0363850966574228	0.0374737337015039	0.0338449325193224	-0.137816584617906	R_Bin_1
